system_id,object_id,name,class,parent_object_id,is_moon,local_x,local_y,ore_richness,fuel_richness,habitability,risk
118644,1,Talios Cluster-80 I-a,RM,0,1,31,28,3,1,57,33
118995,0,Aurigon Sector-11 I,RP,,0,23,20,0,1,59,42
118995,1,Aurigon Sector-11 II,IC,,0,30,19,0,2,24,54
74766,0,Khoras Expanse-43 I,RP,,0,26,20,3,2,69,24
74766,1,Khoras Expanse-43 I-a,RM,0,1,27,20,3,2,53,29
74766,2,Khoras Expanse-43 II,IC,,0,20,31,0,1,42,33
74766,3,Khoras Expanse-43 III,RP,,0,17,17,0,1,58,30
34511,0,Velarn Sector-80 I,RP,,0,20,27,2,0,68,36
118865,0,Arcturon Sector-12 I,GG,,0,24,20,0,3,7,74
118399,0,Meridian Reach-13 I,GG,,0,23,20,0,3,6,74
80218,0,Velarn Expanse-33 I,RP,,0,20,26,2,0,66,32
118812,0,Luyten Arc-42 I,RP,,0,30,27,1,1,65,40
114260,0,Khoras Verge-37 I,RP,,0,25,30,2,1,82,31
114260,1,Khoras Verge-37 I-a,IM,0,1,25,31,0,3,39,46
53612,0,Altaris Reach-40 I,DP,,0,22,29,1,0,37,54
53612,1,Altaris Reach-40 II,IC,,0,32,22,2,1,41,34
105765,0,Tauven Belt-32 I,RP,,0,24,30,3,1,66,23
105765,1,Tauven Belt-32 Asteroid,AS,,0,21,18,3,1,24,52
82557,0,Cygnera Belt-38 I,DP,,0,20,24,2,1,49,49
82557,1,Cygnera Belt-38 II,RP,,0,27,17,2,0,70,32
118530,0,Nomad Verge-04 I,RP,,0,20,24,0,1,54,34
118530,1,Nomad Verge-04 II,RP,,0,22,18,3,1,67,35
119513,0,Helion Belt-47 I,RP,,0,20,25,2,1,58,37
85345,0,Draxis Sector-51 I,RP,,0,20,26,3,1,67,47
85345,1,Draxis Sector-51 II,RP,,0,25,17,2,1,65,36
112936,0,Procyon Cluster-29 I,IC,,0,24,30,0,1,31,33
112936,1,Procyon Cluster-29 II,RP,,0,29,32,3,0,60,36
112936,2,Procyon Cluster-29 III,RP,,0,30,15,2,0,69,26
118510,0,Khoras Belt-04 I,RP,,0,24,20,3,1,58,41
102765,0,Arcturon Sector-81 I,RP,,0,22,29,0,3,57,35
102765,1,Arcturon Sector-81 II,RP,,0,33,22,3,1,70,29
102765,2,Arcturon Sector-81 III,RP,,0,36,27,2,2,62,34
102765,3,Arcturon Sector-81 III-a,IM,2,1,38,28,1,2,28,41
51172,0,Talios Cluster-62 I,IC,,0,20,23,2,1,29,35
51172,1,Talios Cluster-62 II,IC,,0,29,32,1,2,36,34
12082,0,268 G. Cet I,RP,,0,26,30,2,1,67,38
12082,1,268 G. Cet I-a,IM,0,1,25,29,0,0,41,56
119571,0,Meridian Expanse-62 I,RP,,0,30,24,2,2,64,37
119571,1,Meridian Expanse-62 I-a,RM,0,1,29,24,1,0,56,35
119212,0,Talios Arc-20 I,RP,,0,20,24,2,1,60,26
119229,0,Talios Verge-81 I,IC,,0,21,28,1,2,44,52
83688,0,Luyten Reach-02 I,IC,,0,26,30,2,1,32,46
83688,1,Luyten Reach-02 II,RP,,0,17,22,2,2,71,32
83688,2,Luyten Reach-02 II-a,RM,1,1,16,21,3,2,56,31
3759,0,96 G. Psc I,RP,,0,26,20,2,1,73,28
3759,1,96 G. Psc Asteroid,AS,,0,33,27,3,1,37,61
2016,0,Arcturon Expanse-58 I,RP,,0,27,20,3,1,80,47
2016,1,Arcturon Expanse-58 II,GG,,0,26,33,0,3,24,84
7966,0,Nomad Arc-15 I,RP,,0,30,24,2,1,71,34
119199,0,Nadir Sector-98 Asteroid,AS,,0,27,29,2,1,22,51
119199,1,Nadir Sector-98 II,IC,,0,32,29,1,3,34,32
119199,2,Nadir Sector-98 II-a,RM,1,1,33,29,3,2,54,39
5325,0,Arcturon Expanse-67 I,RP,,0,30,26,0,2,83,44
65653,0,Cygnera Cluster-40 I,DP,,0,28,29,2,1,47,51
