id,proper,dist_ly,grid_x,grid_y,spect,system_key,primary_hyg_id,member_count,is_named,x_ly,y_ly,z_ly
24129,Kapteyn's Star,12.764433259063292,54,68,M0V,hyg:24129,24129,1,1,1.8884334553199997,8.82308731144,-9.028715623199998
104751,Lacaille 8760,12.87159310232832,65,37,M1/M2V,hyg:104751,104751,1,1,7.59944784624,-6.53341348336,-8.07717832412
110547,Kruger 60,13.048527611805836,63,45,M2V,hyg:110547,110547,2,1,6.418857711479999,-2.7249355332,11.02891947816
30847,Ross 614,13.460291245022258,47,77,M4.5Ve,hyg:30847,30847,2,1,-1.7193183077599998,13.33366823656,-0.66081488692
82473,Nomad Reach-26,13.524061269576988,46,38,,hyg:82473,82473,1,0,-1.76515301044,-6.01114314212,-11.9854339178
3820,Van Maanen's Star,13.904301295288326,77,56,DG,hyg:3820,3820,1,1,13.525549072919997,2.94688142964,1.3057590228799998
118236,Meridian Sector-40,13.994626902014241,62,66,M4.5,hyg:118236,118236,1,0,5.86593849092,8.07365910088,-9.8110334048
80579,Wolf 1061,13.998887103896264,40,25,M4,hyg:80579,80579,1,1,-5.21026708412,-12.62557377588,-3.0686876493999997
118100,Pioneer Arc-18,14.568457170284699,75,64,dM8  e,hyg:118100,118100,1,0,12.2839808124,7.10756545952,3.2903302207599996
118704,Epsara Expanse-45,14.63885974501298,37,55,m,hyg:118704,118704,1,0,-6.674701001,2.28121007988,-12.827340400599999
118707,Vegaine Sector-02,14.757066330975864,22,59,M6.5,hyg:118707,118707,1,0,-13.7650389006,4.45866341304,-2.9008673411599997
57194,Cygnera Sector-34,15.029593109121146,37,51,DC:,hyg:57194,57194,1,0,-6.377024942919999,0.39798533588,-13.60381672824
54052,Vegaine Arc-98,15.814049125302306,28,55,M2Vvar,hyg:54052,54052,2,0,-11.143064293479998,2.7021567981599994,10.8910337676
49767,Talios Cluster-75,15.89316623864477,32,59,K8V,hyg:49767,49767,1,0,-9.1924296274,4.71570043352,12.077008737919998
19799,Keid,16.2559974931373,64,79,K1V,hyg:19799,19799,3,1,7.1086482974399985,14.458149754639999,-2.1648278344
1240,Khoras Arc-46,16.26390076384259,81,52,M:,hyg:1240,1240,1,0,15.58778127596,1.0536795736,-4.5194360605199995
88327,Triarch Verge-49,16.579615102979734,51,17,K0V SB,hyg:88327,88327,2,0,0.39419866472,-16.559142336719997,0.7232215759599999
97338,Altair,16.729410427300568,65,21,A7IV-V,hyg:97338,97338,1,1,7.68250021008,-14.635598188,2.5790753084399998
118578,Tauven Arc-87,17.043805505012187,27,73,m,hyg:118578,118578,2,0,-11.255027125159998,11.42813442216,5.7631080272399995
67380,Sigmar Cluster-51,17.37074246412014,22,35,,hyg:67380,67380,1,0,-14.06654076856,-7.40455006688,7.0034108024799995
57371,Procyon Arc-47,17.451289808124628,43,50,M4,hyg:57371,57371,1,0,-3.417217951,0.18373019791999998,17.11246272916
66943,Tauven Expanse-52,17.583862798039704,20,35,M3V,hyg:66943,66943,1,0,-15.216817964679999,-7.5644219534,4.518871810639999
58735,Khoras Cluster-30,17.993700510165997,33,50,F0Ib-II,hyg:58735,58735,1,0,-8.44503336872,-0.17740277152,-15.887831749719998
33139,Pioneer Expanse-53,18.220822190875023,43,80,K:...,hyg:33139,33139,1,0,-3.6091770647999994,14.80096254156,9.99518434396
102708,Pioneer Sector-05,18.6342686223411,74,24,,hyg:102708,102708,1,0,12.18613727396,-13.005284591079999,-5.44027555688
95799,Alsafi,18.770123428586732,55,38,K0V,hyg:95799,95799,1,1,2.55853726512,-6.00132258496,17.59987351712
118447,Vegaine Expanse-27,18.79170861016783,43,81,dM4,hyg:118447,118447,1,0,-3.72163239204,15.2643780326,10.309050785879998
45211,Tauven Arc-16,18.954304548441904,33,65,M0V,hyg:45211,45211,2,0,-8.617817771279999,7.59897165848,15.0749629356
26792,Aurigon Sector-88,19.015369159970952,53,87,M5,hyg:26792,26792,1,0,1.4441535368,18.509140998599996,4.1122237714
86722,Nomad Reach-18,19.016756973205588,49,29,M5,hyg:86722,86722,1,0,-0.60135338656,-10.250675385,-16.0062198546
94466,Luyten Reach-14,19.14608934191798,63,14,M3.5V,hyg:94466,94466,2,0,6.280407751039999,-18.00427434152,1.7249118831599999
118532,Serpentis Belt-03,19.185798372239717,30,80,M4,hyg:118532,118532,1,0,-9.763072164999999,14.93679999244,-7.0476440792
75841,Velarn Arc-12,19.338561877908884,33,27,M0,hyg:75841,75841,1,0,-8.735742734639999,-11.61543276672,-12.75729187648
84147,Guniibuu,19.351843271658993,43,16,K2:III:,hyg:84147,84147,2,1,-3.3497721517599994,-16.97576096488,-8.6658181498
3814,Achird,19.416634425947965,70,54,G0V SB,hyg:3814,3814,2,1,10.10581972072,2.19903181412,16.43296562656
37659,Procyon Reach-01,19.42859147360961,33,85,M4.5Ve,hyg:37659,37659,1,0,-8.55144828684,17.403840714879998,1.20383853444
117106,Meridian Sector-01,19.494219243062993,89,48,M2V,hyg:117106,117106,1,0,19.455515248199998,-0.91674950012,0.8167500705199999
83882,Luyten Cluster-30,19.49542518398137,44,23,K5,hyg:83882,83882,2,0,-2.8249806246399998,-13.328087707399998,13.944646486679998
99143,Zethys Belt-34,19.614492379730564,67,23,K2V,hyg:99143,99143,2,0,8.584967338959999,-13.321394986279998,-11.55712259704
15471,82 G. Eri,19.713440619596796,69,72,G8V,hyg:15471,15471,1,1,9.26034509128,11.028961878439999,-13.46208563844
71027,Serpentis Belt-44,19.768579684219137,20,26,M4,hyg:71027,71027,1,0,-15.088485363359998,-12.03206770268,-4.28528866812
98924,Velarn Reach-04,19.92228178063481,59,36,G5IV-Vvar,hyg:98924,98924,1,0,4.28494620432,-6.80920121228,-18.225567925959997
118344,Frontier Verge-85,20.009668477552605,60,88,m,hyg:118344,118344,1,0,4.97758413216,19.229052091159996,-2.41951327012
119184,Arcturon Verge-55,20.0341326686484,49,37,DXP9,hyg:119184,119184,1,0,-0.34039597095999996,-6.55496587184,18.928365613199997
115766,Velarn Reach-09,20.16299871401613,88,45,M6Ve,hyg:115766,115766,2,0,18.8119605368,-2.3206814789999997,6.875397834039999
82565,Nomad Expanse-11,20.207020222975387,39,12,M3Ve,hyg:82565,82565,3,0,-5.5546160657999994,-19.206426649439997,-2.92968974688
99382,Vegaine Cluster-25,20.214565961282023,66,26,M0V,hyg:99382,99382,1,0,7.86098255796,-11.88905155824,-14.33471601644
118644,Talios Cluster-80,20.254699092105945,38,58,m,hyg:118644,118644,1,0,-6.029078460559999,4.10946449164,-18.894849822639998
118995,Aurigon Sector-11,20.25820118089269,24,25,dM8,hyg:118995,118995,1,0,-12.812467687,-12.4418240086,-9.56223834644
74766,Khoras Expanse-43,20.2693429394224,24,19,M5,hyg:74766,74766,1,0,-12.9478061192,-15.355209217039999,-2.72362438608
34511,Velarn Sector-80,20.53099658726432,40,81,M5Ve,hyg:34511,34511,1,0,-4.83172064584,15.3171500734,12.789105132719998
118865,Arcturon Sector-12,20.906408706880136,13,39,m,hyg:118865,118865,1,0,-18.71180129076,-5.6349287192399995,7.42926616856
118399,Meridian Reach-13,21.069356692980293,51,92,DZ9,hyg:118399,118399,1,0,0.44367326836000004,21.00890169096,-1.53199060916
80218,Velarn Expanse-33,21.253263190937872,40,27,M2,hyg:80218,80218,1,0,-4.974097524519999,-11.35962861592,17.26031250552
118812,Luyten Arc-42,21.33125690460132,8,47,dM   e,hyg:118812,118812,1,0,-20.858472020639997,-1.73369200268,4.1159419498
114260,Khoras Verge-37,21.350293664030197,73,45,K3Vvar,hyg:114260,114260,1,0,11.33588119756,-2.3432710435599997,17.939953116759998
53612,Altaris Reach-40,21.72925166733643,11,60,M3,hyg:53612,53612,1,0,-19.3457637542,5.177263358479999,8.43194799
105765,Tauven Belt-32,21.86705322340458,83,25,M4,hyg:105765,105765,1,0,16.510854940919998,-12.71351521816,6.6276856136
72432,Tauven Cluster-71,21.892633631937652,20,22,G8V + K4V,hyg:72432,72432,2,0,-15.167300960759999,-14.06840311932,7.163827369519999
82557,Cygnera Belt-38,21.900963659517462,38,8,M4,hyg:82557,82557,1,0,-6.025810377439999,-20.815677091879998,-3.17007976512
118530,Nomad Verge-04,22.031886438309144,26,87,dM5,hyg:118530,118530,1,0,-11.85564992228,18.26332374452,3.3613376435199998
52866,Nomad Expanse-80,22.0494245425772,8,63,M4:,hyg:52866,52866,1,0,-20.90540586904,6.504529108,2.61385332272
119513,Helion Belt-47,22.187414593626773,67,44,m,hyg:119513,119513,1,0,8.511914918079999,-3.18204969032,-20.241127205399998
85345,Draxis Sector-51,22.21155001528494,45,10,,hyg:85345,85345,1,0,-2.6694694438399997,-20.00952709136,9.265296139359998
84451,Nomad Sector-62,22.29507146314297,43,14,K4V,hyg:84451,84451,3,0,-3.25388881088,-17.973162320679997,-12.78467267268
112936,Procyon Cluster-29,22.324887697863353,91,38,M2:,hyg:112936,112936,1,0,20.585499018,-5.846450669919999,6.36057037272
118510,Khoras Belt-04,22.54031920941167,42,65,DQ9,hyg:118510,118510,1,0,-4.04075320712,7.5004138384,-20.86820777724
102765,Arcturon Sector-81,22.989260508950373,65,34,M2V,hyg:102765,102765,1,0,7.36879032304,-7.810702349,20.32732045152
51172,Talios Cluster-62,23.050013824924704,7,68,M2,hyg:51172,51172,1,0,-21.251571539639997,8.91960665652,0.3383216188
12082,268 G. Cet,23.419738358734605,86,79,K3V,hyg:12082,12082,2,1,18.064026120719998,14.638608607879998,2.80824556028
119571,Meridian Expanse-62,23.53215713385879,97,45,M5,hyg:119571,119571,1,0,23.3739045088,-2.54159672248,-0.98147515832
119212,Talios Arc-20,23.754920151409873,52,31,m,hyg:119212,119212,1,0,0.7924677563199999,-9.556347969079999,21.733486599
119229,Talios Verge-81,23.981922223002776,58,7,k-m,hyg:119229,119229,2,0,3.8886079562399996,-21.422914332679998,10.05336078968
83688,Luyten Reach-02,24.283943229645246,42,16,M3,hyg:83688,83688,1,0,-3.83657628956,-17.13776265008,16.77163297072
3759,96 G. Psc,24.314310582017637,97,60,K2V,hyg:3759,3759,1,1,23.67360273408,5.0733402722,2.2377334850799997
2016,Arcturon Expanse-58,24.32799166710513,61,51,G2IV,hyg:2016,2016,1,0,5.33352143652,0.6018132665199999,-23.728517619799998
12748,Draxis Sector-42,24.494535629440037,83,79,M3.5Ve,hyg:12748,12748,1,0,16.66581491808,14.520403150359998,10.554183112359999
7966,Nomad Arc-15,24.5663889909552,92,70,K1V,hyg:7966,7966,1,0,20.77875949424,9.96622169116,8.510290661199999
119199,Nadir Sector-98,24.578466651604277,52,3,m,hyg:119199,119199,1,0,0.77800273772,-23.61756913328,-6.7606333223199995
5325,Arcturon Expanse-67,24.634961535564866,77,58,G5Vp,hyg:5325,5325,2,0,13.53449227044,4.15556011912,20.160113316559997
65653,Cygnera Cluster-40,24.97026905546339,5,31,M1V,hyg:65653,65653,1,0,-22.69232653092,-9.39905597652,4.4978217024
