from_system_id,to_system_id,distance_ly
21036,118405,7.734193917056282
33139,118447,0.570887257980084
33139,26792,8.596276097044464
33139,34511,3.093065752523614
33139,118455,8.796803714104435
102708,99143,7.1052212066490625
95799,102765,5.818191848995194
95799,119212,5.730965372634884
95799,100854,7.78333316378052
118447,26792,8.695659607845487
118447,34511,2.7176737079338475
118447,118455,8.39564892633515
45211,34511,8.895501974750465
26792,118344,7.461031599784408
26792,118399,6.2535526111424256
86722,98924,6.375356777089593
86722,99382,8.780053029676948
86722,84451,8.777876445607868
72957,71027,3.6161951246707513
72957,118995,2.6104582206299303
72957,74766,5.168266108317117
118532,37659,8.697199990313432
84147,82557,7.218675559999935
84147,84451,4.23898167727333
84147,119199,8.04871856328115
3814,114260,4.9413133662330075
3814,5325,5.429127771985287
37659,118530,4.038720333418065
117106,115766,6.2523915736534725
117106,112936,7.504182866017047
117106,119571,4.60733294512488
117106,3759,7.462749586006805
83882,80218,4.414428138804663
83882,90979,8.592538471813143
83882,80105,7.582738843010946
99143,99382,3.207925632314935
15471,118293,8.310767864991469
71027,118995,5.761454208866535
71027,74766,4.250243814258166
98924,99382,7.330187181901987
98924,119513,5.923341276619076
118344,118399,4.950950291864118
118344,22396,8.490550722159336
115766,112936,3.980142515899031
118644,118510,4.3984220355421115
118995,74766,7.434565943134677
74766,82557,8.82780022806231
34511,38846,8.579150002561057
118865,118812,5.550311749783154
118865,65653,6.213421107146139
118865,118894,6.457383834660763
80218,119212,7.517604851283259
80218,80105,5.591063671342584
118812,53612,8.287188814208648
118812,52866,8.374172203757356
118812,65653,7.890922592559395
114260,102765,7.164505417506798
114260,5325,7.210950592230348
53612,52866,6.168009683330875
105765,112936,7.989408639973811
82557,119199,8.187462779445502
82557,85036,6.16738934130541
118530,40386,8.424398469858172
52866,51172,3.3362366181690972
52866,49845,6.933338483981459
119513,2016,6.048280408696181
119513,5485,7.794649872850639
84451,79777,7.161014189077488
84451,84462,8.215419409546241
112936,119571,8.520733382455866
102765,119212,6.9478486142671505
102765,100854,3.5599814754204995
102765,119218,8.472010698571992
51172,49845,3.7065320480225936
12082,12748,7.872008362425602
12082,7966,7.855844647252469
12082,118128,5.550514712208242
12082,118201,5.94957329001595
12082,118104,7.033955538666096
12082,15419,8.250972228061677
119571,3759,8.272870647418786
119571,119536,5.56028343518079
119212,100854,6.230164631178349
119212,119218,3.6312595387060225
119229,90979,6.078603196582649
119229,119224,7.118710028345435
119229,86022,7.369157686005122
119229,119260,5.005825825376333
119229,86705,6.408601158827162
119229,93578,4.966304553978116
3759,7966,8.465540708717066
119492,112923,6.798368469981062
119492,113008,6.236914712540883
119492,119536,6.113603932907811
119492,113216,5.09960774687303
119492,105913,7.154154594546751
119492,111450,4.590384602392377
2016,5485,5.180883954136158
12748,7966,6.467950077249656
12748,118128,6.889611499743269
12748,118152,7.4553230975046265
117987,112923,8.447383365046258
117987,113008,8.333855937615015
117987,119615,7.293675628677376
7966,118128,5.652090188569841
7966,118104,6.861648987311823
119199,85036,8.994232625446898
118405,118451,3.277466725193307
118405,118459,7.4037926856045315
118405,118409,7.259235147366608
112923,113008,0.9087241772968648
112923,119615,7.634241004261951
112923,113216,4.540562565876514
112923,111450,6.439061492013495
118187,18852,7.416921306101357
118187,17336,7.351835683345355
118187,9702,8.112992375131883
118187,14067,5.82547383406598
65653,118894,8.39897789170948
65653,118902,3.5479917657285824
90979,119224,1.4086707917348387
90979,119260,4.263598676199088
90979,86705,7.21861574296544
90979,86509,7.9248401395319545
85036,86022,7.600158087940241
113008,119615,8.21994443077064
113008,113216,3.6336981432764888
113008,111450,5.651258872271792
118451,118459,6.531831843634808
118451,118409,8.609023583838162
118455,118425,4.549876350430393
119615,117956,5.987648106014457
119615,118012,7.897493371426593
118894,61124,8.001152838872532
118894,118955,5.353230349226547
118894,66694,4.931900027016271
100854,119218,6.684613619955626
119536,113216,7.320727614136936
119536,111450,7.117061483163559
80105,86509,8.64279559086771
80105,119126,5.876642951584646
80105,119090,7.431216375627049
119224,119260,4.658359142974262
119224,86705,7.424955901393341
119224,86509,6.774913934230687
86022,86705,4.413911820100557
118084,5485,5.459888896922214
119260,86705,8.501445222488034
119260,93578,5.64316688732762
118777,61124,4.936531792027246
118777,57629,6.3683738437323125
118777,57767,5.975155508527644
113216,111450,3.0072521305553312
119218,119126,8.620861874354443
86705,86509,8.762131147906858
79777,84462,7.06941408896167
79777,119102,6.177070775417257
61124,57629,5.019953568738675
61124,57767,4.8054220142835335
61124,66694,8.424720787376401
118128,118201,7.950367261487251
118128,118104,2.8129676193255335
118128,118152,7.52956160171218
118201,17336,8.320136342015735
118201,15419,2.4224431453908046
18852,17336,3.9560628547041192
18852,14067,8.046622817988295
118572,40386,5.591483298716961
57629,57767,2.0660016995665154
57629,118710,7.553195310413098
38846,118459,7.597628448893191
38846,118585,8.725880647129104
118955,66694,4.235885563052078
118955,72665,7.79484392280277
118955,118972,6.167459001911073
84462,119102,4.255639292425175
84462,85794,3.502355964108957
93930,85794,8.767507584606406
17336,15419,7.4482642211429715
17336,14067,6.497614895054693
17336,13368,8.227897281668925
57767,118710,7.221455248081075
9702,9764,6.586797576036198
9702,14067,7.225064889349202
9702,13368,7.921531954503726
118459,118409,5.254065663575556
66694,118972,6.760373333225025
14067,13368,3.933345255566414
86509,119126,5.687311212418844
86509,119090,7.747853823869412
119126,119090,6.787929432717665
119102,85794,5.280755273755374
117956,118012,4.184027352774669
72717,72665,4.51701855268841
118152,118129,6.62441446168547
118152,10620,6.69727412358452
119090,119048,6.059532343565307
72665,118972,6.6259980376718906
72665,118993,8.81651377257226
118129,10620,1.588261327556501
118585,46945,8.455616539892308
118972,118993,5.1320692196847615
119048,118993,8.322165635763431
