id,proper,dist_ly,grid_x,grid_y,spect,system_key,primary_hyg_id,member_count,is_named,x_ly,y_ly,z_ly
24129,Kapteyn's Star,12.764433259063292,54,68,M0V,hyg:24129,24129,1,1,1.8884334553199997,8.82308731144,-9.028715623199998
104751,Lacaille 8760,12.87159310232832,65,37,M1/M2V,hyg:104751,104751,1,1,7.59944784624,-6.53341348336,-8.07717832412
110547,Kruger 60,13.048527611805836,63,45,M2V,hyg:110547,110547,2,1,6.418857711479999,-2.7249355332,11.02891947816
30847,Ross 614,13.460291245022258,47,77,M4.5Ve,hyg:30847,30847,2,1,-1.7193183077599998,13.33366823656,-0.66081488692
82473,Nomad Reach-26,13.524061269576988,46,38,,hyg:82473,82473,1,0,-1.76515301044,-6.01114314212,-11.9854339178
3820,Van Maanen's Star,13.904301295288326,77,56,DG,hyg:3820,3820,1,1,13.525549072919997,2.94688142964,1.3057590228799998
118236,Meridian Sector-40,13.994626902014241,62,66,M4.5,hyg:118236,118236,1,0,5.86593849092,8.07365910088,-9.8110334048
80579,Wolf 1061,13.998887103896264,40,25,M4,hyg:80579,80579,1,1,-5.21026708412,-12.62557377588,-3.0686876493999997
118100,Pioneer Arc-18,14.568457170284699,75,64,dM8  e,hyg:118100,118100,1,0,12.2839808124,7.10756545952,3.2903302207599996
118704,Epsara Expanse-45,14.63885974501298,37,55,m,hyg:118704,118704,1,0,-6.674701001,2.28121007988,-12.827340400599999
118707,Vegaine Sector-02,14.757066330975864,22,59,M6.5,hyg:118707,118707,1,0,-13.7650389006,4.45866341304,-2.9008673411599997
85264,Talios Verge-90,14.808817368431914,47,30,K5,hyg:85264,85264,1,0,-1.37922892344,-10.024952602079999,-10.811989860999999
57194,Cygnera Sector-34,15.029593109121146,37,51,DC:,hyg:57194,57194,1,0,-6.377024942919999,0.39798533588,-13.60381672824
54052,Vegaine Arc-98,15.814049125302306,28,55,M2Vvar,hyg:54052,54052,2,0,-11.143064293479998,2.7021567981599994,10.8910337676
49767,Talios Cluster-75,15.89316623864477,32,59,K8V,hyg:49767,49767,1,0,-9.1924296274,4.71570043352,12.077008737919998
19799,Keid,16.2559974931373,64,79,K1V,hyg:19799,19799,3,1,7.1086482974399985,14.458149754639999,-2.1648278344
1240,Khoras Arc-46,16.26390076384259,81,52,M:,hyg:1240,1240,1,0,15.58778127596,1.0536795736,-4.5194360605199995
88327,Triarch Verge-49,16.579615102979734,51,17,K0V SB,hyg:88327,88327,2,0,0.39419866472,-16.559142336719997,0.7232215759599999
97338,Altair,16.729410427300568,65,21,A7IV-V,hyg:97338,97338,1,1,7.68250021008,-14.635598188,2.5790753084399998
118578,Tauven Arc-87,17.043805505012187,27,73,m,hyg:118578,118578,2,0,-11.255027125159998,11.42813442216,5.7631080272399995
67380,Sigmar Cluster-51,17.37074246412014,22,35,,hyg:67380,67380,1,0,-14.06654076856,-7.40455006688,7.0034108024799995
57371,Procyon Arc-47,17.451289808124628,43,50,M4,hyg:57371,57371,1,0,-3.417217951,0.18373019791999998,17.11246272916
66943,Tauven Expanse-52,17.583862798039704,20,35,M3V,hyg:66943,66943,1,0,-15.216817964679999,-7.5644219534,4.518871810639999
58735,Khoras Cluster-30,17.993700510165997,33,50,F0Ib-II,hyg:58735,58735,1,0,-8.44503336872,-0.17740277152,-15.887831749719998
21036,Procyon Cluster-73,18.19413117713089,57,67,,hyg:21036,21036,2,0,3.5432837681199993,8.68168237764,15.591662532359999
33139,Pioneer Expanse-53,18.220822190875023,43,80,K:...,hyg:33139,33139,1,0,-3.6091770647999994,14.80096254156,9.99518434396
102708,Pioneer Sector-05,18.6342686223411,74,24,,hyg:102708,102708,1,0,12.18613727396,-13.005284591079999,-5.44027555688
95799,Alsafi,18.770123428586732,55,38,K0V,hyg:95799,95799,1,1,2.55853726512,-6.00132258496,17.59987351712
118447,Vegaine Expanse-27,18.79170861016783,43,81,dM4,hyg:118447,118447,1,0,-3.72163239204,15.2643780326,10.309050785879998
45211,Tauven Arc-16,18.954304548441904,33,65,M0V,hyg:45211,45211,2,0,-8.617817771279999,7.59897165848,15.0749629356
26792,Aurigon Sector-88,19.015369159970952,53,87,M5,hyg:26792,26792,1,0,1.4441535368,18.509140998599996,4.1122237714
86722,Nomad Reach-18,19.016756973205588,49,29,M5,hyg:86722,86722,1,0,-0.60135338656,-10.250675385,-16.0062198546
72957,Luyten Reach-27,19.049668193737826,25,25,K4V,hyg:72957,72957,2,0,-12.677980521959999,-12.40075444508,-6.955570240399999
94466,Luyten Reach-14,19.14608934191798,63,14,M3.5V,hyg:94466,94466,2,0,6.280407751039999,-18.00427434152,1.7249118831599999
118532,Serpentis Belt-03,19.185798372239717,30,80,M4,hyg:118532,118532,1,0,-9.763072164999999,14.93679999244,-7.0476440792
84147,Guniibuu,19.351843271658993,43,16,K2:III:,hyg:84147,84147,2,1,-3.3497721517599994,-16.97576096488,-8.6658181498
3814,Achird,19.416634425947965,70,54,G0V SB,hyg:3814,3814,2,1,10.10581972072,2.19903181412,16.43296562656
37659,Procyon Reach-01,19.42859147360961,33,85,M4.5Ve,hyg:37659,37659,1,0,-8.55144828684,17.403840714879998,1.20383853444
117106,Meridian Sector-01,19.494219243062993,89,48,M2V,hyg:117106,117106,1,0,19.455515248199998,-0.91674950012,0.8167500705199999
83882,Luyten Cluster-30,19.49542518398137,44,23,K5,hyg:83882,83882,2,0,-2.8249806246399998,-13.328087707399998,13.944646486679998
99143,Zethys Belt-34,19.614492379730564,67,23,K2V,hyg:99143,99143,2,0,8.584967338959999,-13.321394986279998,-11.55712259704
15471,82 G. Eri,19.713440619596796,69,72,G8V,hyg:15471,15471,1,1,9.26034509128,11.028961878439999,-13.46208563844
71027,Serpentis Belt-44,19.768579684219137,20,26,M4,hyg:71027,71027,1,0,-15.088485363359998,-12.03206770268,-4.28528866812
98924,Velarn Reach-04,19.92228178063481,59,36,G5IV-Vvar,hyg:98924,98924,1,0,4.28494620432,-6.80920121228,-18.225567925959997
118344,Frontier Verge-85,20.009668477552605,60,88,m,hyg:118344,118344,1,0,4.97758413216,19.229052091159996,-2.41951327012
115766,Velarn Reach-09,20.16299871401613,88,45,M6Ve,hyg:115766,115766,2,0,18.8119605368,-2.3206814789999997,6.875397834039999
99382,Vegaine Cluster-25,20.214565961282023,66,26,M0V,hyg:99382,99382,1,0,7.86098255796,-11.88905155824,-14.33471601644
118644,Talios Cluster-80,20.254699092105945,38,58,m,hyg:118644,118644,1,0,-6.029078460559999,4.10946449164,-18.894849822639998
118995,Aurigon Sector-11,20.25820118089269,24,25,dM8,hyg:118995,118995,1,0,-12.812467687,-12.4418240086,-9.56223834644
74766,Khoras Expanse-43,20.2693429394224,24,19,M5,hyg:74766,74766,1,0,-12.9478061192,-15.355209217039999,-2.72362438608
34511,Velarn Sector-80,20.53099658726432,40,81,M5Ve,hyg:34511,34511,1,0,-4.83172064584,15.3171500734,12.789105132719998
118865,Arcturon Sector-12,20.906408706880136,13,39,m,hyg:118865,118865,1,0,-18.71180129076,-5.6349287192399995,7.42926616856
118399,Meridian Reach-13,21.069356692980293,51,92,DZ9,hyg:118399,118399,1,0,0.44367326836000004,21.00890169096,-1.53199060916
80218,Velarn Expanse-33,21.253263190937872,40,27,M2,hyg:80218,80218,1,0,-4.974097524519999,-11.35962861592,17.26031250552
118812,Luyten Arc-42,21.33125690460132,8,47,dM   e,hyg:118812,118812,1,0,-20.858472020639997,-1.73369200268,4.1159419498
114260,Khoras Verge-37,21.350293664030197,73,45,K3Vvar,hyg:114260,114260,1,0,11.33588119756,-2.3432710435599997,17.939953116759998
53612,Altaris Reach-40,21.72925166733643,11,60,M3,hyg:53612,53612,1,0,-19.3457637542,5.177263358479999,8.43194799
105765,Tauven Belt-32,21.86705322340458,83,25,M4,hyg:105765,105765,1,0,16.510854940919998,-12.71351521816,6.6276856136
72432,Tauven Cluster-71,21.892633631937652,20,22,G8V + K4V,hyg:72432,72432,2,0,-15.167300960759999,-14.06840311932,7.163827369519999
82557,Cygnera Belt-38,21.900963659517462,38,8,M4,hyg:82557,82557,1,0,-6.025810377439999,-20.815677091879998,-3.17007976512
118530,Nomad Verge-04,22.031886438309144,26,87,dM5,hyg:118530,118530,1,0,-11.85564992228,18.26332374452,3.3613376435199998
52866,Nomad Expanse-80,22.0494245425772,8,63,M4:,hyg:52866,52866,1,0,-20.90540586904,6.504529108,2.61385332272
119513,Helion Belt-47,22.187414593626773,67,44,m,hyg:119513,119513,1,0,8.511914918079999,-3.18204969032,-20.241127205399998
84451,Nomad Sector-62,22.29507146314297,43,14,K4V,hyg:84451,84451,3,0,-3.25388881088,-17.973162320679997,-12.78467267268
112936,Procyon Cluster-29,22.324887697863353,91,38,M2:,hyg:112936,112936,1,0,20.585499018,-5.846450669919999,6.36057037272
118510,Khoras Belt-04,22.54031920941167,42,65,DQ9,hyg:118510,118510,1,0,-4.04075320712,7.5004138384,-20.86820777724
102765,Arcturon Sector-81,22.989260508950373,65,34,M2V,hyg:102765,102765,1,0,7.36879032304,-7.810702349,20.32732045152
51172,Talios Cluster-62,23.050013824924704,7,68,M2,hyg:51172,51172,1,0,-21.251571539639997,8.91960665652,0.3383216188
12082,268 G. Cet,23.419738358734605,86,79,K3V,hyg:12082,12082,2,1,18.064026120719998,14.638608607879998,2.80824556028
119571,Meridian Expanse-62,23.53215713385879,97,45,M5,hyg:119571,119571,1,0,23.3739045088,-2.54159672248,-0.98147515832
119212,Talios Arc-20,23.754920151409873,52,31,m,hyg:119212,119212,1,0,0.7924677563199999,-9.556347969079999,21.733486599
119229,Talios Verge-81,23.981922223002776,58,7,k-m,hyg:119229,119229,2,0,3.8886079562399996,-21.422914332679998,10.05336078968
3759,96 G. Psc,24.314310582017637,97,60,K2V,hyg:3759,3759,1,1,23.67360273408,5.0733402722,2.2377334850799997
119492,Procyon Sector-86,24.321779857313114,92,31,M4,hyg:119492,119492,1,0,21.1414156122,-9.511116655,-7.35718569256
2016,Arcturon Expanse-58,24.32799166710513,61,51,G2IV,hyg:2016,2016,1,0,5.33352143652,0.6018132665199999,-23.728517619799998
12748,Draxis Sector-42,24.494535629440037,83,79,M3.5Ve,hyg:12748,12748,1,0,16.66581491808,14.520403150359998,10.554183112359999
117987,Luyten Verge-41,24.523181087065172,93,55,M5.5,hyg:117987,117987,1,0,21.69489582108,2.3473903938399996,-11.189623062479999
7966,Nomad Arc-15,24.5663889909552,92,70,K1V,hyg:7966,7966,1,0,20.77875949424,9.96622169116,8.510290661199999
119199,Nadir Sector-98,24.578466651604277,52,3,m,hyg:119199,119199,1,0,0.77800273772,-23.61756913328,-6.7606333223199995
5325,Arcturon Expanse-67,24.634961535564866,77,58,G5Vp,hyg:5325,5325,2,0,13.53449227044,4.15556011912,20.160113316559997
118405,Aurigon Arc-74,24.671417250465566,50,75,m,hyg:118405,118405,1,0,-0.06318294031999999,12.484048164359999,21.27964704812
112923,Epsara Sector-75,24.818123091372627,91,37,K4Vp,hyg:112923,112923,1,0,20.33707577748,-5.7930850252,-12.991641485599999
118187,Tauven Verge-45,24.897443332143116,83,84,M3,hyg:118187,118187,1,0,16.73649292328,17.007045848399997,-7.1086482974399985
65653,Cygnera Cluster-40,24.97026905546339,5,31,M1V,hyg:65653,65653,1,0,-22.69232653092,-9.39905597652,4.4978217024
90979,Vega,25.044186963206602,56,11,A0Vvar,hyg:90979,90979,1,1,3.1329403813999996,-19.26932583404,15.68722624036
85036,Pioneer Cluster-32,25.11528979393901,43,0,K7V,hyg:85036,85036,1,0,-3.73641378196,-24.818557064279997,0.9253208797999999
113008,Fomalhaut,25.125932251126844,92,38,A3V,hyg:113008,113008,1,1,21.038748226519996,-5.86909894256,-12.41922792092
118451,Nadir Verge-92,25.283285733831757,44,73,m,hyg:118451,118451,1,0,-2.93796106304,11.3693252338,22.390876847919998
118455,Sigmar Cluster-30,25.303182010914472,38,96,m,hyg:118455,118455,1,0,-6.126060947159999,23.074555270439998,8.383751917879998
119615,Talios Verge-12,25.4411496980328,87,50,DA5,hyg:119615,119615,1,0,18.55530185728,0.17619273276,-17.404649581759998
49845,Draxis Belt-84,25.665766163503488,4,73,M3,hyg:49845,49845,1,0,-22.834435961679997,11.59779425024,-1.6766799338799998
118894,Cygnera Expanse-84,25.88536989683379,8,32,M4  e,hyg:118894,118894,1,0,-20.79338106772,-8.802007849159999,12.65750118672
100854,Koros Sector-71,26.078098000226557,63,33,M3,hyg:100854,100854,1,0,6.6161233834,-8.58082515776,23.720530059359998
119536,Epsara Verge-87,26.260457011720952,99,35,DZ9+,hyg:119536,119536,1,0,24.999276842319997,-7.418212741719999,-3.1012706338
80105,Helion Arc-87,26.276598672084486,36,18,M3,hyg:80105,80105,1,0,-7.091564246159999,-15.95702248356,19.635243512
119224,Talios Belt-23,26.302851531830367,56,10,M3  p,hyg:119224,119224,1,0,3.02526650112,-19.8843125414,16.94998159464
22396,Tabit,26.316282714849077,66,99,F6V,hyg:22396,22396,1,1,7.8724958647599985,24.9077835612,3.1894925702399997
86022,Procyon Reach-53,26.37269578862699,45,0,M1,hyg:86022,86022,1,0,-2.4078368853199996,-24.88018424048,8.40820057164
118293,Epsara Expanse-27,26.51681037722731,65,82,DA8,hyg:118293,118293,1,0,7.33219235828,15.90728369356,-19.908252391799998
118084,p Eridani,26.573874313269926,77,62,K2 V,hyg:118084,118084,2,1,13.405429079679998,6.2362527517599995,-22.081087355999998
119260,Meridian Cluster-74,26.595404545057583,63,7,M3.5 J,hyg:119260,119260,2,0,6.527930801,-21.448018559999998,14.306787278159998
118902,Meridian Cluster-33,26.690337535428597,1,28,DZ9,hyg:118902,118902,1,0,-24.3069715936,-10.890873951159998,1.71292565016
5485,Koros Sector-37,26.725983463490437,70,56,K,hyg:5485,5485,1,0,9.771702252759999,3.09890274124,-24.681750930079996
118777,Koros Arc-03,26.77239312071225,14,51,m,hyg:118777,118777,1,0,-17.769252851039997,0.6997579133199999,20.01312133048
113216,Serpentis Verge-32,26.802642701905587,98,37,K5/M0V,hyg:113216,113216,1,0,23.921937912479997,-6.379813576719999,-10.26744958808
119218,Zethys Belt-25,26.888302554197388,52,25,m,hyg:119218,119218,1,0,1.23240327692,-12.54297803044,23.751540971839997
105913,Tauven Reach-19,27.06081221265864,92,18,M4e...,hyg:105913,105913,2,0,21.24856111976,-16.112445602239998,-4.60166324968
86705,Khoras Sector-97,27.104707053276943,47,2,G5IV,hyg:86705,86705,3,0,-1.41684123336,-23.951918172,12.6080657218
118425,Vegaine Belt-22,27.17955440893926,45,99,M4.5,hyg:118425,118425,1,0,-2.68164158576,24.792960341399997,10.80953716788
79777,Veyra Verge-18,27.21438796704461,32,11,M4,hyg:79777,79777,2,0,-9.1160438922,-19.562478108399997,-16.57800067664
61124,Chara,27.526127099432674,9,44,G0V,hyg:61124,61124,1,1,-20.437629672279996,-3.03094487708,18.18802737036
118128,Zethys Cluster-51,27.593450911493175,94,80,m,hyg:118128,118128,1,0,22.2009986094,15.048117035239999,6.4860132318799995
118201,Meridian Sector-94,27.616934679074813,87,91,m,hyg:118201,118201,1,0,18.292465783119997,20.56196360104,2.2992236757599995
93578,Sigmar Arc-16,27.77083804596578,65,0,M2,hyg:93578,93578,2,0,7.487507845479999,-24.84183807956,9.901502556079999
18852,Epsara Sector-34,27.895795313058542,76,97,,hyg:18852,18852,1,0,13.149882592119999,23.496532641679998,-7.29170335244
118572,Meridian Belt-11,27.924170395556178,12,91,m,hyg:118572,118572,1,0,-19.15081378988,20.251319580399997,-1.69990550264
57629,Procyon Verge-45,28.00115842361898,4,52,M1V,hyg:57629,57629,1,0,-22.84354876032,0.8853178464,16.169519640679997
38846,Vegaine Sector-55,28.10193280632688,29,87,M4V,hyg:38846,38846,1,0,-10.412406360719999,18.36427554964,18.5486874136
111450,Nomad Reach-54,28.358684547593967,99,32,M0Vpe,hyg:111450,111450,2,0,24.891576869559998,-9.21266108408,-9.98755555512
118955,Helion Sector-50,28.361547544311705,10,23,m,hyg:118955,118955,1,0,-19.94019284888,-13.5836472412,14.908072171959999
84462,Pioneer Cluster-09,28.708923972263133,43,11,M0V,hyg:84462,84462,2,0,-3.50227617424,-19.39872822704,-20.871648723039996
93930,Epsara Verge-13,29.089852818763568,62,13,,hyg:93930,93930,1,0,5.9145455196,-18.513371241919998,-21.644693889559996
118104,Velarn Arc-14,29.121165540211294,99,79,m,hyg:118104,118104,1,0,24.669145000679997,14.56600628228,5.225612723919999
17336,Rana,29.486962688851985,83,98,K0IV,hyg:17336,17336,1,1,16.32900666312,24.038313634839998,-5.00039874436
57767,Groombridge 1830,29.650233401080257,3,51,G8Vp,hyg:57767,57767,2,1,-23.44304631924,0.7183488053199999,18.139567111879998
40386,Frontier Cluster-17,29.753256145310132,17,99,,hyg:40386,40386,1,0,-16.64782089156,24.65053453932,0.67635622032
15419,Zethys Verge-79,29.81088544658626,88,95,G5Vvar,hyg:15419,15419,1,0,19.1923562796,22.74359499256,1.7524948960799998
9702,Aurigon Verge-97,29.81746474412413,99,80,M3,hyg:9702,9702,1,0,24.290905149039997,14.75180104768,-9.02316444808
118459,Serpentis Arc-71,29.895132027268758,40,85,M4.5,hyg:118459,118459,1,0,-4.98837011108,17.412715419639998,23.783028072079997
9764,Zethys Reach-71,30.252923144037027,95,77,K:...,hyg:9764,9764,1,0,22.310498963279997,13.646357255319998,-15.207167008639997
118409,Zethys Sector-22,30.25553574597479,50,89,m,hyg:118409,118409,1,0,-0.21176004455999997,19.50170219936,23.13084979604
66694,Meridian Expanse-18,30.264018775049454,4,28,M:,hyg:66694,66694,1,0,-22.799002373839997,-10.96275873356,16.611268588639998
14067,Veyra Reach-99,30.722916493962767,91,92,,hyg:14067,14067,1,0,20.6503551386,20.98764610444,-8.7737757858
86509,Khoras Verge-97,30.91492499211996,47,5,M3,hyg:86509,86509,1,0,-1.57400276352,-22.41473189776,21.23287301616
119126,Draxis Sector-14,31.003412179922787,41,12,k-m,hyg:119126,119126,1,0,-4.7276149122,-18.753197010279997,24.23177306624
119102,Arcturon Verge-62,31.186169443669325,35,9,M3,hyg:119102,119102,1,0,-7.3361062302799995,-20.380774158359998,-22.436192962559996
117956,Serpentis Sector-72,31.300365128276603,97,51,M3.5,hyg:117956,117956,1,0,23.7230871224,0.4851407421999999,-20.413050556119998
72717,Tauven Reach-27,31.484898163333334,6,8,M2Ve,hyg:72717,72717,1,0,-21.89815950184,-20.86924495332,8.731783200799999
85794,Luyten Verge-32,31.71801842907158,45,8,K5,hyg:85794,85794,1,0,-2.2592630426399998,-20.81967576444,-23.82161885
118152,Serpentis Cluster-02,31.8510900061705,95,86,M4,hyg:118152,118152,1,0,22.63565692592,17.942373194279998,13.42349486052
118710,Cygnera Arc-54,31.85109086069314,1,66,m,hyg:118710,118710,1,0,-24.708104334879998,7.8181093517599995,18.5169850504
118012,Frontier Belt-61,32.292708194076894,98,59,M4,hyg:118012,118012,1,0,23.8283539714,4.570417504879999,-21.310556852239998
119090,Talios Arc-71,32.615599867323326,31,4,m+,hyg:119090,119090,1,0,-9.30934350716,-22.841846225999998,21.33924879556
72665,Luyten Verge-37,33.144888483198955,6,7,,hyg:72665,72665,2,0,-22.05199750236,-20.900588544919998,13.24607251964
118129,Luyten Belt-67,33.76366970204998,95,81,m+,hyg:118129,118129,1,0,22.725799921199997,15.49730886312,19.57950019004
118585,Zethys Cluster-40,33.76366999436556,17,83,m,hyg:118585,118585,1,0,-16.447652431239998,16.3682040912,24.526353903879997
13368,Pioneer Arc-34,33.764218257016836,98,95,K1V,hyg:13368,13368,1,0,24.030286935679996,22.51380178276,-7.46300700676
118972,Helion Reach-41,34.3286595445326,4,15,dM9,hyg:118972,118972,1,0,-22.89280483944,-17.36329626252,18.7854277462
10620,Deltoton,35.172469642512375,98,83,G0V,hyg:10620,10620,1,1,24.035120567599996,16.373197539559996,19.782163743759998
119048,Altaris Expanse-41,35.45185232942988,20,0,m,hyg:119048,119048,1,0,-14.971884593359999,-24.8005923918,20.435437903959997
46945,Vegaine Verge-86,37.0804562358148,1,85,G8IV-V,hyg:46945,46945,2,0,-24.30139758756,17.71140582288,21.695815580999998
118993,Koros Reach-04,37.92509550810421,5,7,M3.5,hyg:118993,118993,1,0,-22.340260698279998,-21.28486880568,22.049489362719996
